entity_type,name
disease,Acute Lymphoblastic Leukemia
disease,Acute cholecystitis
disease,Alcoholic Liver Disease
disease,Alzheimer disease
disease,Alzheimer's disease
disease,Alzheimers disease
disease,Amyotrophic lateral sclerosis
disease,Ankylosing Spondylitis
disease,Anorexia nervosa
disease,Atherosclerosis
disease,Atherosclerotic cardiovascular disease
disease,Atopic dermatitis
disease,Attention-deficit/hyperactivity disorder
disease,Autism Spectrum Disorders
disease,Autism spectrum disorder
disease,Autism spectrum disorders
disease,Barrett's oesophagus
disease,Bladder cancer
disease,Cardiovascular Diseases
disease,Celiac Disease
disease,Celiac disease
disease,Cholelithiasis
disease,Chronic Kidney Disease
disease,Chronic Prostatitis/Chronic Pelvic Pain Syndrome
disease,Clostridium difficile infection
disease,Clostridium difficile infections
disease,Clostrium difficile-related diarrhea
disease,Coeliac disease
disease,Colorectal cancer
disease,Common variable immunodeficiency
disease,Coronary artery disease
disease,Coxiella burnetii vascular infection
disease,Crohn disease
disease,Crohn's disease
disease,Crohns disease
disease,Cystic Fibrosis
disease,Cystic echinococcosis
disease,Depression
disease,Diabetes mellitus type 2
disease,Enthesitis related Arthritis
disease,Experimental Autoimmune Arthritis
disease,Experimental Autoimmune Encephalomyelitis
disease,GIT neoplasms
disease,Gallbladder cancer
disease,Gastric cancer
disease,Graft-versus-host-disease
disease,Guillain-Barre syndrome
disease,HBV cirrhosis
disease,HIV infection
disease,Hashimoto thyroiditis
disease,Head and Neck Squamous Cell Cancer
disease,Helicobacter pylori infection
disease,Henoch-Schönlein Purpura
disease,Hepatocellular cancer
disease,Hepatocellular carcinoma
disease,Hirschsprung disease
disease,Hirschsprung-associated enterocolitis
disease,Hirschsprungs associated enterocolitis
disease,Hirschsprungs disease
disease,IgE-mediated atopic diseases
disease,Inflammation
disease,Inflammatory Bowel Disease
disease,Inflammatory Bowel Diseases
disease,Inflammatory bowel disease
disease,Inflammatory bowel diseases
disease,Irritable Bowel Syndrome
disease,Irritable Bowel Syndrome with constipation
disease,Irritable Bowel Syndrome with diarrhea
disease,Irritable bowel syndrome
disease,Irritable bowel syndrome (IBS)
disease,Laryngeal Squamous Cell Carcinoma
disease,Late onset sepsis
disease,Listeria monocytogenes infection
disease,Liver cirrhosis
disease,Lung cancer
disease,Metabolic syndrome
disease,Microscopic colitis
disease,Mild cognitive impairment
disease,Multiple Sclerosis
disease,Multiple system atrophy
disease,NAFLD
disease,Necrotizing Enterocolitis
disease,Necrotizing enterocolitis
disease,Nephrolithiasis
disease,Non-Oedematous Malnutrition
disease,Non-alcoholic Fatty Liver Disease
disease,Non-alcoholic fatty liver disease
disease,Nonalcoholic fatty liver disease
disease,Nonalcoholic steatohepatitis
disease,Norovirus infection
disease,Obesity
disease,Oedematous Malnutrition
disease,Oral squamous cell carcinoma
disease,Pancreatic ductal adenocarcinoma
disease,Parkinson disease
disease,Parkinson's disease
disease,Parkinson's disease with mild cognitive impairment
disease,Parkinsons disease
disease,Peripheral Arterial Disease
disease,Phenylketonuria
disease,Polycystic ovary syndrome
disease,Post-finasteride syndrome
disease,Preeclampsia
disease,Primary sclerosing cholangitis
disease,Progressive supranuclear palsy
disease,Prostate cancer
disease,Pulmonary Arterial Hypertension
disease,Rectal cancer
disease,Recurrent Clostridium difficile infection
disease,Rett syndrome
disease,Severe Acute Malnutrition
disease,Short bowel syndrome
disease,Spinal Cord Injury
disease,Systemic Lupus Erythematosus
disease,Traumatic brain injury
disease,Type 1 Diabetes
disease,Type 1 diabetes
disease,Type 1 diabetes mellitus
disease,Type 2 diabetes
disease,Type 2 diabetes mellitus
disease,Type II Diabetes
disease,Ulcerative Colitis
disease,Ulcerative colitis
disease,Wilson's disease
disease,abdominal bloating
disease,abdominal dysfunction
disease,acne
disease,acne vulgaris
disease,acute anterior uveitis
disease,acute diarrhea
disease,acute febrile diarrhea
disease,acute lymphocytic leukemia
disease,acute myocardial infarction
disease,acute pancreatitis
disease,acute respiratory tract infection
disease,adenoma
disease,adenomatous polyps
disease,adiposity
disease,advanced adenomas
disease,age-related dysbiosis
disease,age-related microbiota changes
disease,aging
disease,aging-associated immune changes
disease,alcohol addiction
disease,alcohol use disorder
disease,alcoholic liver disease
disease,allergic asthma
disease,allergic disease
disease,allergic reactions
disease,allergic rhinitis
disease,allergic sensitisation
disease,allergy
disease,amyotrophic lateral sclerosis
disease,anorexia nervosa
disease,antibiotic associated diarrhea
disease,antibiotic-associated diarrhea
disease,antibiotic-induced pseudomembranous colitis
disease,anxiety
disease,anxiety and depressive like behavior
disease,anxiety-like behavior
disease,arsenic exposure related diseases
disease,arterial stiffness
disease,asthma
disease,atherosclerosis
disease,atherosclerotic cardiovascular disease
disease,atopic dermatitis
disease,atopic disease
disease,atopic eczema
disease,autism
disease,autism spectrum disorder
disease,autistic disorder
disease,autoimmune hepatitis
disease,autoimmunity
disease,bacillary angiomatosis
disease,bacterial pneumonia
disease,biliary tract cancer
disease,bladder cancer
disease,bloodstream infection
disease,bloodstream infections
disease,brain disorders
disease,breast cancer
disease,calcium nephrolithiasis
disease,cancer
disease,cardiac disease
disease,cardiometabolic disease complications
disease,cardiometabolic diseases
disease,cardiometabolic disorders
disease,cardiovascular disease
disease,cardiovascular diseases
disease,celiac disease
disease,cervical cancer
disease,cervical intraepithelial neoplasia
disease,childhood mortality
disease,cholecystitis
disease,cholera
disease,cholesterol gallstones
disease,chronic HIV infection
disease,chronic bacteremia
disease,chronic constipation
disease,chronic gastritis
disease,chronic gastrointestinal inflammation
disease,chronic inflammation
disease,chronic kidney disease
disease,chronic nonbacterial prostate inflammation
disease,chronic pancreatitis
disease,cirrhosis
disease,coeliac disease
disease,cognitive decline
disease,cognitive deficits
disease,cognitive impairment
disease,colitis
disease,colitis associated colon cancer
disease,colitis-associated cancer
disease,colon adenocarcinoma
disease,colon cancer
disease,colon health
disease,colon neoplasms
disease,colonic inflammation
disease,colorectal adenoma
disease,colorectal adenomas
disease,colorectal cancer
disease,colorectal carcinoma
disease,constipated-irritable bowel syndrome
disease,constipation
disease,coronary artery disease
disease,coronary heart disease
disease,coronary heart disease complicated with nonalcoholic fatty liver disease
disease,cow milk protein allergy
disease,cystic fibrosis
disease,depression
disease,dextran sulphate sodium-induced colitis
disease,diabetes
disease,diabetes mellitus
disease,diarrhea
disease,diarrhea-predominant irritable bowel syndrome
disease,diarrheal diseases
disease,diet-induced obesity
disease,diverticular disease
disease,dry skin
disease,duodenal ulcer
disease,dysbiosis
disease,dysenteric diarrhea
disease,dyslipidemia
disease,early-stage lung cancer
disease,eczema
disease,end stage renal disease
disease,endocarditis
disease,endometrial cancer
disease,endotoxemia
disease,enteritis
disease,esophageal cancer
disease,esophageal squamous cell carcinoma
disease,exercise economy impairment
disease,exercise-induced fatigue
disease,experimental autoimmune encephalomyelitis
disease,familial Mediterranean fever
disease,febrile episodes
disease,fibrosis
disease,food allergy
disease,functional constipation
disease,fungal Keratitis
disease,gallbladder cancer
disease,gastric adenocarcinoma
disease,gastric cancer
disease,gastric carcinoma
disease,gastric mucosa-associated lymphoid tissue lymphoma
disease,gastric ulcer
disease,gastro-oesophageal reflux disease
disease,gastroduodenal ulcers
disease,gastrointestinal discomfort
disease,gastrointestinal diseases
disease,gastrointestinal disorders
disease,gastrointestinal distress
disease,gastrointestinal dysfunction
disease,gastrointestinal helminth infections
disease,gastrointestinal infections
disease,gastrointestinal symptoms
disease,gastrointestinal tract infections
disease,gestational diabetes mellitus
disease,gingival squamous cell carcinoma
disease,glucose metabolism disorder
disease,gut dysbiosis
disease,gut microbiota dysbiosis
disease,gut-related conditions
disease,harmful enzyme production
disease,head and neck squamous cell carcinoma
disease,head and neck squamous cell carcinomas
disease,heavy metal exposure
disease,hepatic diseases
disease,hepatic lipid metabolism disorder
disease,hepatic steatosis
disease,hepatic toxicity
disease,hepatitis B cirrhosis treated with liver transplant
disease,hepatitis B virus-related decompensated cirrhosis
disease,hepatocellular carcinoma
disease,high-grade squamous intraepithelial lesion
disease,human papilloma virus infection
disease,"hyperemesis, dyspepsia, gastric discomfort"
disease,hyperglycemia
disease,hypertension
disease,hyperthyroidism
disease,immune suppression
disease,immune system diseases
disease,immunological diseases
disease,immunosenescence
disease,impaired lipid and glucose metabolism
disease,infant botulism
disease,infant colic
disease,infection
disease,infectious colitis
disease,infectious diarrhea
disease,infectious diseases
disease,inflammation
disease,inflammatory bowel disease
disease,inflammatory bowel diseases
disease,inflammatory diseases
disease,insulin resistance
disease,intestinal atrophy
disease,intestinal bowel diseases
disease,intestinal discomfort
disease,intestinal health
disease,intestinal immune dysfunction
disease,intestinal infection
disease,intestinal inflammation
disease,intestinal metabolic perturbation
disease,intestinal microbiota dysbiosis
disease,intestinal microbiota imbalance
disease,intestinal microflora dysfunction
disease,intestinal permeability
disease,intestinal polyps
disease,iron-deficiency anaemia
disease,irritable bowel syndrome
disease,ischemic heart disease
disease,lactose intolerance
disease,laryngeal cancer
disease,laryngeal carcinoma
disease,late-onset sepsis
disease,leukemia
disease,lipid metabolism disorder
disease,lipid metabolism dysfunction
disease,liver cancer
disease,liver carcinoma
disease,liver cirrhosis
disease,liver disease
disease,liver inflammation
disease,low-grade inflammation
disease,lung cancer
disease,major depressive disorder
disease,meningitis
disease,metabolic diseases
disease,metabolic disorder
disease,metabolic disorders
disease,metabolic syndrome
disease,microbiota imbalance
disease,milk allergy
disease,multiple sclerosis
disease,myalgic encephalomyelitis/chronic fatigue syndrome
disease,myelination impairments
disease,necrotising enterocolitis
disease,necrotizing enterocolitis
disease,necrotizing fasciitis
disease,neonatal infection
disease,neuroblastoma
disease,neuromyelitis optica
disease,neuropathology
disease,non-HBV non-HCV related hepatocellular carcinoma
disease,non-alcoholic fatty liver disease
disease,non-alcoholic steatohepatitis
disease,non-celiac gluten sensitivity
disease,nonalcoholic steatohepatitis
disease,nosocomial diarrhea
disease,nosocomial infections
disease,obesity
disease,oesophageal adenocarcinoma
disease,oesophageal squamous cell carcinoma
disease,opportunistic pathogen infection
disease,opportunistic pulmonary infections
disease,oral cancer
disease,oral squamous cell carcinoma
disease,oral tongue cancer
disease,oropharyngeal cancer
disease,osmotic diarrhea
disease,osteoarthritis
disease,osteoporosis
disease,ovarian cancer
disease,ovarian carcinoma
disease,overweight
disease,oxidative stress-related ailments
disease,pancreatic cancer
disease,pancreatic head cancer
disease,pediatric multiple sclerosis
disease,pediatric obesity
disease,peptic ulcer
disease,peptic ulcer disease
disease,perceived stress
disease,periodontitis
disease,photo-ageing
disease,plaque psoriasis
disease,pneumonia
disease,postoperative delirium
disease,posttransplant complications
disease,posttransplant diarrhea
disease,pouchitis
disease,pre-cancerous pancreatic lesions
disease,preeclampsia
disease,pregnancy-related gastrointestinal issues
disease,preterm infant gut dysbiosis
disease,primary Sjogrens syndrome
disease,primary biliary cholangitis
disease,primary liver cancer
disease,primary sclerosing cholangitis
disease,prostate cancer
disease,protein-energy undernutrition
disease,pseudomembraneous colitis
disease,psoriasis
disease,pyogenic liver abscess
disease,reactive hypoglycemia
disease,rectal cancer
disease,rectal neoplasms
disease,recurrent wheeze
disease,refractory epilepsy
disease,relapsing-remitting multiple sclerosis
disease,respiratory infections
disease,respiratory tract infections
disease,rheumatoid arthritis
disease,sarcopenia
disease,sepsis
disease,septicemia
disease,severe acute malnutrition
disease,short bowel syndrome
disease,sinusitis
disease,skin diseases
disease,slow gastrointestinal transit
disease,small intestinal mucositis
disease,spondyloarthropathies
disease,spontaneous bacterial peritonitis
disease,squamous cell carcinoma
disease,stomach adenocarcinoma
disease,stomach cancer
disease,stomach neoplasms
disease,stress and depression
disease,stress-induced responses
disease,surgical site infections
disease,surgical-wound contamination
disease,systemic inflammation
disease,systemic lupus erythematosus
disease,throat cancer
disease,thrombosis
disease,thyroid cancer
disease,thyroid carcinoma
disease,thyroid nodules
disease,trench fever
disease,triple negative breast cancer (TNBC)
disease,type 1 diabetes
disease,type 1 diabetes mellitus
disease,type 2 diabetes
disease,type 2 diabetes mellitus
disease,type II diabetes
disease,type-2 diabetes mellitus (T2DM)
disease,typhoid fever
disease,ulcerative colitis
disease,urinary incontinence
disease,urinary tract infection
disease,ventilator-associated pneumonia
disease,viral diarrhea
disease,wound infection
