"disease","disease_full_gip_once_000","disease_full_gip_once_001","disease_full_gip_once_002","disease_full_gip_once_003","disease_full_gip_once_004","disease_full_gip_once_005","disease_full_gip_once_006","disease_full_gip_once_007","disease_full_gip_once_008","disease_full_gip_once_009","disease_full_gip_once_010","disease_full_gip_once_011","disease_full_gip_once_012","disease_full_gip_once_013","disease_full_gip_once_014","disease_full_gip_once_015","disease_full_gip_once_016","disease_full_gip_once_017","disease_full_gip_once_018","disease_full_gip_once_019","disease_full_gip_once_020","disease_full_gip_once_021","disease_full_gip_once_022","disease_full_gip_once_023","disease_full_gip_once_024","disease_full_gip_once_025","disease_full_gip_once_026","disease_full_gip_once_027","disease_full_gip_once_028","disease_full_gip_once_029","disease_full_gip_once_030","disease_full_gip_once_031","disease_full_gip_once_032","disease_full_gip_once_033","disease_full_gip_once_034","disease_full_gip_once_035","disease_full_gip_once_036","disease_full_gip_once_037","disease_full_gip_once_038","disease_full_gip_once_039","disease_full_gip_once_040","disease_full_gip_once_041","disease_full_gip_once_042","disease_full_gip_once_043","disease_full_gip_once_044","disease_full_gip_once_045","disease_full_gip_once_046","disease_full_gip_once_047","disease_full_gip_once_048","disease_full_gip_once_049","disease_full_gip_once_050","disease_full_gip_once_051","disease_full_gip_once_052","disease_full_gip_once_053","disease_full_gip_once_054","disease_full_gip_once_055","disease_full_gip_once_056","disease_full_gip_once_057","disease_full_gip_once_058","disease_full_gip_once_059","disease_full_gip_once_060","disease_full_gip_once_061","disease_full_gip_once_062","disease_full_gip_once_063"
"Osteoarthritis","-0.6664804","-0.015803603","0.3510837","0.1990883","0.83191836","-1.5640945","0.305475","0.58652955","1.1143436","1.5774342","-0.17076841","-0.26826724","0.5897254","-1.6113429","-0.73718506","0.6810379","-0.3528953","-0.43933135","0.10461619","0.10563776","-0.43669382","-0.34079334","0.7895585","-0.583903","-1.2013245","-0.53520834","0.8722747","0.9749038","-1.4063094","3.1542861","-2.1515405","-1.1369114","-0.07349777","1.796654","1.004118","4.545614","3.8602297","-1.8859106","0.42574638","1.9237666","0.7386703","-0.081826404","-1.6089218","3.2705555","-1.9876391","2.3991735","1.6885124","1.1444814","-0.4451664","4.594205","-0.58392406","1.7454001","0.8256912","0.9762022","0.5679759","0.41834733","-2.065134","1.3949949","0.24176106","-0.98621047","2.554477","0.39121014","1.49152","0.6679031"
"Osteoporosis","-0.110656284","1.5892472","-2.2594166","0.099375166","-1.158042","-2.7527003","1.8138378","0.8600232","-1.4743959","-1.9516085","1.0639012","-1.4343884","-0.24692124","-0.05653456","-2.3587937","0.70235527","-1.6520995","0.2903603","-0.4932195","0.68030345","0.6071679","0.09482993","-1.3141818","2.9303656","0.04860665","-0.035401497","-2.7333689","-0.13049814","2.6748507","2.1767244","0.4938122","-0.9791536","-0.36293635","0.2741077","3.107457","-0.3109783","1.7887648","-1.1260788","0.67210287","0.36098337","-0.43700555","-0.78023005","0.022519404","1.6255505","3.1676047","-0.12385141","0.94112206","-1.4833008","-1.6688827","-0.7227436","1.39341","-1.2829576","-0.40353063","-0.033463236","-0.35337734","0.26410192","-1.4477233","1.0001928","0.25383282","1.2278976","-0.44715834","-0.27063066","-0.7307605","0.078249805"
"Otitis Media","-1.6620291","0.207416","-0.10674637","-0.7876809","0.692991","-0.20071833","-0.17951834","-0.4036768","-0.2307141","-0.40926984","0.43885475","0.09732005","-0.79888713","1.0923373","0.6747311","0.16590337","-0.6552482","0.2175889","0.077574715","0.063074864","-0.017927848","-0.36548868","1.6226003","-0.33688658","-0.7524496","-0.86786085","0.14501816","-0.87360895","-0.6182608","0.7103834","0.5017584","-0.48954466","-1.0129446","-1.2545708","1.1536071","0.6970355","-0.6853497","-0.41591588","1.5571184","-1.1315752","-0.6858532","-1.6097827","0.8842511","0.53616035","0.6581654","-1.4539949","-1.0194542","0.3825777","0.1558699","0.04627325","-2.0199387","0.9662885","-0.24580787","-1.0691837","-0.09731024","-0.81259644","-0.13678643","-0.12512523","-0.2700707","2.1249864","2.032695","1.5157814","-2.959765","0.031203441"
"Overactive bladder","-1.1812003","-0.18675628","0.65392256","-0.53329486","-0.87662333","1.3705318","0.49869633","1.1309676","0.36260593","0.68963754","-0.3075815","-0.6735351","-0.40443373","0.40715262","-1.0672611","-0.17113209","-0.35301727","0.23737113","-0.8240517","0.23922095","0.8300832","0.59282583","-1.6673315","0.9840143","-1.0714029","-0.90837604","1.1728624","-0.583542","-0.004607848","0.3820753","-0.7612433","-0.072147764","-0.44998127","-2.0714145","-2.916303","-0.6827981","0.34291688","0.2215406","-0.73395413","-0.045600995","1.1700147","-0.24959318","-0.8122847","2.1387393","-2.3996637","0.20137239","-0.053423934","-1.0310844","2.4150484","0.57542485","-2.3608258","1.8585299","-0.852249","-1.4293398","1.2205598","-2.8894598","0.04155347","1.9660306","1.6655295","2.4783916","-0.13643944","-1.2589892","-3.2768075","-0.80754864"
"Palmoplantar pustulosis","0.48766777","-0.03573335","-1.6234105","-2.7499106","3.00802","-0.6967435","-0.24190058","-1.2015334","0.5030065","-2.2804925","0.41373482","2.8200643","1.3624967","-1.843169","-0.6075173","-0.79540914","-0.7480562","-0.5577687","-0.5607127","1.1761435","1.5190217","0.4513781","-1.8213891","-1.1813173","1.2579722","0.8099298","-0.96273965","0.025030818","1.8924564","-1.5701293","-1.494077","1.6212113","3.1189897","1.3733575","-2.6904671","0.7664187","0.99632317","-0.6427717","-0.45441386","0.55469716","0.7461903","0.4240731","0.059507303","0.5411726","0.022575885","-0.25593516","-0.7366782","0.7575612","0.8767108","0.6860733","-0.19898792","-0.19895685","-0.104869686","0.418068","0.04182323","0.28012833","0.026527753","0.06378765","-0.0062224288","-0.41420603","-0.29479226","-0.053720105","-0.23843056","0.300809"
"Pancreatic cancer","-1.8751788","-0.07203946","0.006127815","0.15352798","0.23212543","-0.20018512","0.08122919","-0.11647952","-0.16956313","-0.34031036","0.015008655","-0.01038885","-0.12231943","0.4131829","0.1465491","-0.030861221","0.05900198","0.24678428","-0.3882925","0.031241503","-0.40132955","0.1672151","0.06620313","-0.4262238","-0.14106497","0.036423355","0.7914215","0.48534352","-0.13504949","-0.110266216","0.3055925","-0.0993648","0.028024083","-0.25197127","-0.18034953","0.18494786","-0.7449145","0.35412234","-0.22150335","0.07689218","-0.3835818","0.4279585","0.16008267","0.12038148","0.4997389","0.51773703","0.46764648","0.18927746","-0.24676482","0.03531633","0.573768","-0.80057746","-0.4099076","-0.090713106","-0.018840056","0.07966496","1.0695416","-0.26972833","0.58980596","2.3855171","0.043924626","0.96120137","7.128585","2.466368"
"Pancreatic ductal adenocarcinoma","0.33112216","0.07172994","-0.25848413","-0.114050835","-0.07903412","0.111566804","0.03523754","-0.2848564","0.11621245","0.08830746","-0.03708177","0.02144176","-0.19118874","-0.09531252","-0.082040116","-0.19962975","-0.046016026","0.12286736","0.10380097","-0.3676043","0.1797354","0.12805152","-0.21694486","0.33444187","0.19703612","0.26403198","0.1597942","-0.118713655","-0.33157924","-0.055741336","0.01819464","0.069641575","0.11504852","-0.18116881","-0.2063418","0.10663341","0.20035371","0.14742538","0.12923495","-0.1465342","0.20595519","0.22111727","-0.16951767","0.09007155","-0.20315705","-0.26402634","-0.01655292","0.049907144","-0.3524049","0.109721065","-0.64064616","-0.21427314","0.15645012","0.42714095","-0.6617011","-0.06019224","0.31795695","0.16659759","-0.035226222","0.82482433","-0.14187412","-1.0124066","-0.6927515","0.45441234"
"Pancreatic head cancer","-1.1200268","0.1589982","-0.21680059","-0.37003955","0.19602527","-0.41517568","-0.058804438","-0.07041456","0.08291846","-0.07906558","0.32802004","-0.24414948","-0.26800558","0.10558405","-0.42139903","0.5865461","1.9380004","-0.3972981","1.1545839","-0.9544216","-1.0379663","-0.7757404","1.4739785","0.3070396","0.11564313","0.26614475","-1.6739424","0.36496466","1.1867074","1.7811697","-2.2460675","2.0666592","1.6310482","1.6659901","-2.0982752","2.9533794","4.4610643","-1.9920477","-1.3967633","1.7999147","-0.9854375","2.5772681","1.1229485","5.154886","1.76766","2.7061608","1.8767159","-1.4224536","-1.349119","-0.22760351","3.8819063","1.930873","2.9056864","0.77798665","-1.9283441","1.807303","0.9620976","0.9800725","0.04630313","-1.5846766","0.84592795","-2.2790828","0.4795876","2.1163504"
"Pancreatitis","-1.5484504","-0.6308958","0.475774","-0.012364248","-0.65209115","-0.29450703","0.40076196","1.7936312","-1.100741","-0.6157781","-0.28269047","0.78633106","0.23430993","-0.35674426","-0.013731683","0.33801362","-0.3451832","-0.36580366","1.614197","-0.025018912","2.394748","-0.091910414","1.0749784","-1.1406113","0.8547808","-1.0356574","0.25560135","-0.41313288","-0.72575605","-0.4121938","2.92893","-0.93108124","-1.5207015","0.35061646","0.30823466","1.3986951","-0.16035452","-0.3027159","-0.21404824","1.3160858","0.22659083","-0.17261165","0.96182686","0.75853765","-0.90654045","-1.3536749","-0.3517086","-2.469627","-0.1946235","0.806904","-1.7759831","0.78877926","0.16243495","-0.7678512","-1.8653166","-0.43232194","0.21154815","0.9120029","-0.24738534","1.5646012","-0.5790423","1.4252663","1.6197741","0.72565734"
"Parkinson disease","0.17049912","0.11561044","-0.3318342","-0.085642785","0.10373183","0.16967234","-0.08712073","-0.30707616","0.018271165","0.07849227","-0.398645","0.13843353","0.122109145","-0.098704904","-0.08934362","-0.09356587","0.07052112","0.073483035","0.44754305","-0.24351117","0.32480568","-0.35627863","-0.08440896","-0.30653897","-0.6969961","0.089115284","-0.08760036","-0.27437472","0.101702765","-0.055159446","0.43153778","-0.10483694","0.2045309","0.6142666","0.34266415","-0.208021","0.40099838","-0.2456374","-1.538491","-0.9946429","-0.8871752","0.9009279","-0.1911325","-0.4156201","-1.0590498","1.1474404","0.9737054","0.8081589","-0.8669961","-0.7301961","-4.8569083","-0.8920941","-1.7463255","0.14343223","-0.05626095","1.0779716","-0.177921","0.2643021","-0.13795389","0.1649356","1.7136886","1.7524554","-0.716871","-2.4650524"
"Parkinson's Disease","-1.9788725","0.030480169","-0.05588747","-0.05264734","-0.030881133","0.02005503","0.030242534","-0.062720165","0.0198575","0.037706353","0.009798642","0.008010141","0.015023457","-0.010694247","-0.026149433","-0.02002645","0.005455806","0.036316358","-0.034833368","-0.0038666779","0.029998442","0.0037717794","-0.053260565","-0.0069058305","-0.010208322","-0.009549458","0.0032602823","0.010712946","-0.0026737573","-0.0013461154","0.028319033","0.019443264","-0.0072088083","0.010259961","-0.015643412","-0.052741714","-0.082372844","-0.012741428","0.05424853","-0.047899637","0.11594497","-0.008983316","-0.015212747","0.21865323","-0.42804837","0.076719806","-0.0717211","-0.10677045","-0.42900792","0.74422365","0.38026768","0.86887103","0.22250684","-0.099933475","-1.0921414","1.350946","1.1303864","1.6000437","3.1767282","-0.5622485","0.5595831","4.4132814","1.5383644","-1.5580051"
"Parkinson's disease","-1.9536753","0.019434685","-0.015723264","0.021191921","-0.06400101","0.056626648","-0.09615099","0.045279853","0.05259221","0.010577445","0.009895847","0.01581293","0.009851235","0.010298889","-0.010921824","0.011570544","-0.011937981","0.013409795","0.025951503","-0.095497385","0.058889136","-0.0036318249","-0.05568689","-0.021233853","-0.03234099","-0.046500232","0.046263605","-0.11725391","0.13768294","0.07209513","0.09737145","0.015831903","0.092323415","-0.028570373","0.04664055","-0.14388491","0.16019297","0.15089475","-0.02304414","-0.26404345","-0.011179389","0.26231518","0.18868166","-0.19720446","-0.16611347","-0.03959638","0.080210336","-0.28141132","0.004478494","0.24563275","0.4632589","0.9352327","-0.59115267","0.3353637","-0.937462","-0.673069","-0.92599076","2.8672996","-1.1996446","0.6872916","1.3441416","-0.31725615","0.49813122","-4.4661136"
"Parkinson's disease with mild cognitive impairment","-0.11686019","0.03585609","-0.805856","0.30563816","0.0015547293","0.11586541","-0.3103445","1.1586461","-0.06723456","-0.85681134","1.056471","-1.8518977","1.1173953","-1.6618285","1.644346","-1.5679814","0.5464323","3.7331603","3.4129336","-1.4501033","3.0418625","-0.80289245","-1.1957959","-2.2651873","-1.578092","0.43488008","-0.14153726","-3.2763715","-2.2397425","-0.16870338","1.0896883","1.156347","-0.05713407","-0.04707257","-0.43582788","0.23010796","1.8053483","1.423934","0.93968284","1.3801664","-1.046149","-1.2381105","-0.88280576","1.2859308","0.9914539","0.40630886","-0.74967086","2.475324","1.1966193","-1.3562983","0.2279972","-3.7110925","0.26725328","-1.9610258","-2.325102","-0.6552183","-1.2199372","0.82086796","-0.8369568","0.7284017","0.1277851","-0.2637535","0.52966356","-0.3497231"
"Parkinsons disease","-1.177275","0.52423686","-0.46608722","1.3418562","0.48567733","0.19416052","-0.15481712","3.005603","0.8289545","-0.05918554","0.18629788","-2.5463586","0.9074568","-0.84489393","1.2649351","-0.30001685","0.88792807","-0.614156","0.029233417","-1.6300715","0.35691234","0.3034151","0.45889002","-2.0175638","1.6522201","-0.118419446","0.48453495","-0.08456685","-2.3442078","-2.207736","-0.11707737","0.6467733","-2.284014","0.9894273","-1.7476854","0.5350408","1.5842704","-0.08596504","-0.510884","-1.0029594","-1.1334358","0.4874188","0.2863347","-0.97236264","-0.1832969","-0.8742247","1.3780173","2.245417","2.176184","1.2121904","0.38803875","-0.2674477","0.3949763","-0.9879385","-0.20716888","-0.14577232","0.35879418","1.5141596","-2.2688372","0.12713806","-2.8534362","-0.37828627","-0.119462214","-1.9833113"
"Pediculosis","0.17178163","0.15470856","-0.30572644","-0.24065173","0.069230996","0.13783093","0.09590653","-0.10099395","0.112250395","0.020773236","-0.011094736","0.06666148","-0.13821366","-0.09496206","-0.26111326","-0.2237309","0.44143865","0.060927507","0.050680935","-0.25062984","0.080096394","-0.16375998","-0.29444933","0.39582092","-0.12099937","-0.16714497","0.07928148","0.02431067","-0.036425795","-0.027279204","-0.05150414","-0.16795911","0.03535935","-0.14091755","-0.5156632","0.056964904","0.011356955","0.21249165","-0.84187436","0.6398254","-0.12539385","-0.8891116","0.46444476","-0.20267919","-0.2568716","0.11747821","0.17478855","0.1506539","-0.5070375","0.5342197","-0.1761153","0.0053207274","0.36217493","-0.003811564","-0.18232882","-0.5576127","-0.21264093","-0.10609748","0.32095388","0.2890535","0.51813704","-0.5129969","0.33591437","0.18011919"
"Pelvic inflammatory disease","0.1819943","0.99447405","-1.4884279","3.175057","1.227531","-2.3415775","2.4578693","0.7876323","0.7122679","1.0821247","-0.525485","1.5810976","1.2210442","-1.0305926","0.43818787","0.04214952","0.45724925","0.114661366","-1.7279634","0.20174065","-1.630237","-0.17423849","-0.36487037","1.1480665","-0.71555775","-0.30409813","-1.8741027","-0.19719699","-1.1077002","1.1637352","-1.7973095","0.29772645","0.024840511","0.46757457","-0.0716608","-0.97108424","-0.6786649","0.9907961","-0.6453445","0.49237442","0.4970036","-0.12992989","-0.9600139","0.39505786","-2.2409945","1.042833","1.7599152","0.80926955","2.2457602","-0.46454188","-0.9289563","-1.5446863","-1.5444974","-1.0996239","-2.2471519","1.7523801","0.22334656","0.232695","-0.3082347","0.27416825","-0.95511997","-0.28975296","0.049216248","0.7848413"
"Pemphigus vulgaris","-0.12499933","0.73790646","-0.9179186","-0.64827204","0.46475908","0.44283122","0.6434604","-1.7787478","-0.2023058","0.71523476","-2.4113426","-1.7915815","-0.13377637","-0.7930936","-0.029065352","-0.33279002","-0.706806","-1.4430873","1.0980053","0.4017029","1.2120384","-0.5948647","-0.8773913","0.7767049","0.5466888","0.06971861","-1.1283169","-0.823671","-1.8236687","-0.82083017","-3.1145701","0.53392684","-1.668957","-0.18172574","0.5782187","-2.2383995","-0.74900126","2.1952703","-0.7565723","0.16778964","0.68146783","0.6344679","-0.7395864","1.8989131","0.49355754","-0.13993175","0.042021707","-0.46104753","-0.77498686","0.98981184","0.61848503","1.0425698","0.04616558","-0.696312","1.8787676","0.14650095","1.2450761","-1.6836021","-0.14233506","1.0649709","0.26947522","0.7654083","2.225656","-0.78841287"
"Periodontal","-0.35780153","-0.14156085","-0.85337824","-1.8162364","0.36199242","-0.37714657","-2.303557","-2.5806136","-1.0408815","-1.791384","0.8057476","0.2581215","-0.8040565","1.20388","1.7915","0.43514296","0.6577685","-0.5064571","0.67861056","-0.65934855","-1.670362","-1.4708253","2.9431508","0.29914626","-0.94583994","-0.89725363","-1.5348914","-0.9891333","-2.4499984","1.3985746","0.62811565","-3.2543838","0.60190284","0.4846862","1.3897456","0.41082644","0.490394","2.1963468","2.1991696","-0.71165824","-1.3100792","-2.37762","-1.1763319","-0.7584744","-1.572975","-0.3345352","-1.3755033","0.31468728","1.2232714","0.5488808","-1.1660827","0.9757546","-1.9655445","-1.4249665","2.0328639","-2.2600884","0.69191456","-0.41644004","1.6083914","-1.5656112","-0.35056877","1.4714657","-1.6214769","0.48712537"
"Periodontal abscess","-0.57572746","0.37895018","-0.17211097","0.50343376","-1.4727767","2.27484","0.9252867","1.0416889","-0.17036368","0.287293","-0.36730647","0.114431724","0.93221676","-1.8197874","-0.7266184","0.458797","1.3184625","0.19065888","-0.59902173","-0.71619856","-0.1526766","-0.19942357","0.5257555","0.5196679","0.75421554","-0.25223622","-0.18561293","-0.04766615","-0.01037009","-0.8182327","0.6139658","-0.9296642","-0.17912838","0.03322788","1.2986096","-0.44401717","-1.2789825","0.28030965","0.5026668","-0.13889332","0.19518244","-0.5419355","1.0096304","-1.3568741","0.70798326","-0.2832782","-0.20543084","-0.9010512","0.40397874","-1.1516362","-0.644119","0.4720998","-1.3598075","0.90765387","1.5334021","0.95731026","0.22317708","-0.68278503","-2.122744","0.36934885","-0.9273798","-1.8164108","0.15878665","0.108027846"
"Periodontal disease","-1.9075015","0.029451277","-0.120534725","-0.13829459","-0.042189933","0.041713487","-0.07514806","-0.21929927","-0.065124705","-0.08978397","0.051264323","0.080383055","0.035870705","-0.026148386","0.1248467","-0.0012591672","-0.13995126","0.013142839","-0.05935516","0.059729014","0.049143232","-0.077398434","0.12927687","-0.08439746","0.12096908","-0.14806016","-0.14756264","-0.17623457","0.10956987","-0.11362836","-0.070492424","0.0057909586","0.05566696","-0.16481514","-0.038196795","0.14119062","-0.023464462","-0.053376228","-0.14157438","0.3037564","-0.17635627","0.12527695","-0.31039193","-0.123320065","-0.5489544","-0.18817888","-0.1765493","0.3987417","-0.17205566","-0.47321686","0.23935853","0.13572338","-1.2825118","-1.891531","0.98071295","-1.5915841","2.1336658","-0.68626195","-1.6277566","2.2655685","-0.3336309","0.7170991","-2.9774482","-3.534965"
"Peripheral Arterial Disease","1.0852945","0.16618426","-0.38179708","-0.21362711","0.02871107","0.17758985","0.07992794","-0.19452885","0.04387004","0.16068913","-0.039883073","0.022410521","-0.12652102","-0.18006043","-0.11435782","-0.17399183","0.064777605","0.07435079","-0.057255995","-0.15974677","0.09738549","-0.2119612","-0.19601578","0.088203296","-0.028857147","0.08681196","0.16752231","-0.0039866767","-0.07481636","-0.07007213","0.06730022","0.027518194","0.017754002","-0.09551839","-0.056295514","-0.0006458834","0.06932106","0.18804225","0.048690308","-0.013345816","0.007955937","-0.008035629","-0.0473496","-0.060001805","-0.18759334","-0.071204334","0.033159148","-0.017071923","-0.25743264","0.17010272","-0.007829861","0.04313204","0.05436849","-0.04030008","-0.02117534","-0.0044733346","-0.15623112","-0.09128095","-0.08204918","0.024805216","-0.048896804","0.03319081","0.048244264","-0.06557957"
"Pervasive developmental disorder NOS","-1.7595303","0.04518963","-0.054846626","-0.074783266","-0.010564324","0.07983374","0.06523857","-0.14791442","0.04733605","0.1242527","-0.114863835","0.057400893","0.029907268","-0.013841826","-0.088002816","-0.32817253","-0.05330231","-0.027329247","-0.48552427","-0.3218227","0.4435329","0.062423572","-0.58492035","0.50419027","-0.39052466","-0.024267526","-0.08088837","0.551295","-0.22465983","-0.5579054","-0.4682245","-0.23017201","-0.771143","-0.44473103","0.073974356","0.64119226","0.6062908","-0.3596893","0.5288727","1.4774616","-0.65412605","-0.16230167","-1.0453738","-0.9315775","0.5619514","0.49303132","-0.3403465","2.110696","-0.20155859","-0.052268885","0.231296","2.4573703","-1.029291","1.2749906","-0.8060243","1.4560093","0.9216788","-2.320483","-1.8512125","2.1741836","3.919859","-1.734354","0.74794394","-4.018564"
"Phenylketonuria","-0.57020414","-0.22945538","-0.3024677","0.019685254","1.4683166","0.04735796","-3.1338866","-0.26345575","-2.1439013","-1.0276268","-0.6995906","1.8542802","1.5045229","-2.635684","-0.8790508","0.18125089","0.7875605","3.7156472","-1.7434253","-0.70925766","-2.7904177","0.2322024","-1.0063664","-1.198565","1.1430451","0.28547174","-2.4365354","-1.1092807","1.4872812","3.053055","2.2395637","-0.5323509","-2.3459795","-2.0015976","-1.9871842","-0.33543044","2.0892363","-1.4123976","0.38852572","-0.9463347","1.7337803","0.22869787","0.7446814","-1.2166325","0.4601405","-2.8573587","2.8878815","-1.9984053","1.9949162","1.1418719","-0.3847693","0.96585083","0.86191326","0.8732696","1.7390721","0.7613431","1.3168255","0.8849745","-0.40423402","-0.7955671","0.40953252","1.8646011","-0.46164626","-0.4919666"
"Pneumonia","-0.5770781","-0.1731042","-0.6109451","-1.5540109","0.93592155","-1.0000927","-1.7045304","-2.0567033","-0.9089293","-1.3778203","0.73573786","0.06280684","-2.1400728","3.024731","0.025938012","-0.6630314","-1.4083949","-0.17238551","1.7378888","-0.18594125","1.3362153","-0.24925141","-0.51179796","-0.5410485","0.0003924269","0.69921225","1.1626978","0.03118366","0.10540305","-1.2276056","1.2825419","-0.5578667","-1.2417581","-0.6792181","0.38098103","0.5063604","-0.93289465","-1.0634944","2.4017065","-2.1286073","1.7757467","-1.7331507","0.8464719","0.2574205","1.7006131","-0.62671405","-0.34658155","0.17321219","0.9498588","-0.61306477","-1.3925595","1.710101","1.0529487","0.73156273","0.86411744","2.780581","0.616982","0.6657314","-2.3254776","0.27735344","0.18739702","-2.011515","0.29746735","0.41224515"
