"microbe","microbe_full_gip_once_000","microbe_full_gip_once_001","microbe_full_gip_once_002","microbe_full_gip_once_003","microbe_full_gip_once_004","microbe_full_gip_once_005","microbe_full_gip_once_006","microbe_full_gip_once_007","microbe_full_gip_once_008","microbe_full_gip_once_009","microbe_full_gip_once_010","microbe_full_gip_once_011","microbe_full_gip_once_012","microbe_full_gip_once_013","microbe_full_gip_once_014","microbe_full_gip_once_015","microbe_full_gip_once_016","microbe_full_gip_once_017","microbe_full_gip_once_018","microbe_full_gip_once_019","microbe_full_gip_once_020","microbe_full_gip_once_021","microbe_full_gip_once_022","microbe_full_gip_once_023","microbe_full_gip_once_024","microbe_full_gip_once_025","microbe_full_gip_once_026","microbe_full_gip_once_027","microbe_full_gip_once_028","microbe_full_gip_once_029","microbe_full_gip_once_030","microbe_full_gip_once_031","microbe_full_gip_once_032","microbe_full_gip_once_033","microbe_full_gip_once_034","microbe_full_gip_once_035","microbe_full_gip_once_036","microbe_full_gip_once_037","microbe_full_gip_once_038","microbe_full_gip_once_039","microbe_full_gip_once_040","microbe_full_gip_once_041","microbe_full_gip_once_042","microbe_full_gip_once_043","microbe_full_gip_once_044","microbe_full_gip_once_045","microbe_full_gip_once_046","microbe_full_gip_once_047","microbe_full_gip_once_048","microbe_full_gip_once_049","microbe_full_gip_once_050","microbe_full_gip_once_051","microbe_full_gip_once_052","microbe_full_gip_once_053","microbe_full_gip_once_054","microbe_full_gip_once_055","microbe_full_gip_once_056","microbe_full_gip_once_057","microbe_full_gip_once_058","microbe_full_gip_once_059","microbe_full_gip_once_060","microbe_full_gip_once_061","microbe_full_gip_once_062","microbe_full_gip_once_063"
"Butyrate-producing bacterium SSC/2","0.7224468","-4.768571","-0.035088684","-0.06763211","-0.20337881","-0.009230844","-0.024319611","-0.124490134","-0.02900285","-0.012903997","0.020836031","-0.24358693","0.16018419","-0.13849038","-0.19433546","0.0016293421","-0.2543098","-0.16148719","-0.31454986","-0.12497371","-0.18382962","0.07369895","-0.4468422","-0.07452511","0.110417105","-0.9105419","-0.6975941","4.086508","-0.95037776","1.1578772","1.2050266","0.58622235","0.36641964","0.30095816","0.16125734","0.4524443","-0.32927728","0.3046485","0.24692819","-0.21937136","0.11498442","0.18985532","-0.060176414","0.24855708","0.20302553","-0.037271556","-0.27462128","0.27720737","0.11618403","0.13421677","0.035552494","0.31422424","0.18867198","-0.056131452","-0.0013855299","-0.16525456","0.0038659247","0.055703554","0.111278474","-0.040583324","0.14361574","0.035524372","0.019041559","0.035186175"
"Butyrate-producing bacterium T2-132","0.7224468","-4.768571","-0.035088684","-0.06763211","-0.20337881","-0.009230844","-0.024319611","-0.124490134","-0.02900285","-0.012903997","0.020836031","-0.24358693","0.16018419","-0.13849038","-0.19433546","0.0016293421","-0.2543098","-0.16148719","-0.31454986","-0.12497371","-0.18382962","0.07369895","-0.4468422","-0.07452511","0.110417105","-0.9105419","-0.6975941","4.086508","-0.95037776","1.1578772","1.2050266","0.58622235","0.36641964","0.30095816","0.16125734","0.4524443","-0.32927728","0.3046485","0.24692819","-0.21937136","0.11498442","0.18985532","-0.060176414","0.24855708","0.20302553","-0.037271556","-0.27462128","0.27720737","0.11618403","0.13421677","0.035552494","0.31422424","0.18867198","-0.056131452","-0.0013855299","-0.16525456","0.0038659247","0.055703554","0.111278474","-0.040583324","0.14361574","0.035524372","0.019041559","0.035186175"
"Butyricicoccus","-2.256635","0.0056820507","0.008198353","0.021818565","-0.042665444","-0.012413515","-0.0939623","0.15595834","-0.01077604","0.03761828","-0.12502342","-0.1771284","-0.13792075","-0.02568866","-0.147146","-0.19038777","-0.1714354","-0.026728438","0.033355396","-0.13146771","0.037871465","-0.0016620817","0.2910223","0.004297348","-0.057864297","0.13531384","0.026672907","0.001132908","-0.06991297","-0.057019193","0.13084865","0.051147282","-0.086978704","-0.058626313","0.06732782","0.008825688","0.009587529","-0.009673537","0.0038402402","0.19598441","0.0357906","-0.10282472","-0.10026537","0.14377415","0.16649963","-0.09028277","-0.09425904","0.038576867","0.09816694","0.13731207","-0.17017129","0.058487594","-0.013661819","0.38183448","-0.16227482","-0.090636075","0.0029028177","0.011788626","0.0053611617","0.06672417","0.09353606","-0.07549397","-0.048291877","0.017836006"
"Butyricicoccus pullicaecorum","0.19938965","-0.059190456","-0.719585","-1.7264382","4.6469326","-0.4740255","0.52743673","0.40214825","-0.049758352","-0.055725716","0.4724987","-0.227091","-1.1875771","-0.3224856","-0.056886874","0.059406087","-1.0587157","-0.4234132","-0.28072196","-0.15589908","-0.16445744","0.20590627","-0.035893314","-0.5878255","-1.5630754","-1.4178501","-0.8523283","-0.20168242","0.91813475","1.1182799","-3.257043","-1.425702","1.5173967","1.1887195","-0.88652533","-0.37723842","-3.2867014","1.8840809","3.4024293","7.0991125","1.2441431","-0.05410941","0.12389712","-0.18793927","0.10956308","-0.3607184","0.7342078","0.42399567","-0.1401404","-0.16613193","0.3336576","0.024186404","-0.2548967","0.09613644","-0.5801115","-0.33348","0.28607166","1.3613186","0.28153294","-0.48468092","-0.76913655","-0.44304863","1.023563","-0.9355825"
"Butyricimonas","-2.256125","0.00345471","-0.15024787","-0.025179083","0.081881195","-0.037116934","-0.04612379","0.19191085","-0.22129178","-0.1282326","0.16073383","0.09332535","-0.06108269","-0.011259504","-0.0019493485","-0.014262448","-0.018903458","-0.025019586","-0.10254476","0.050468337","-0.029207503","-0.022982819","-0.01325508","0.20255308","-0.16073155","-0.086473785","-0.019028395","-0.029201396","0.025989112","0.026713792","-0.11646926","-0.06907776","0.076790005","0.0717029","-0.04884034","-0.0044820937","-0.061638914","0.03440917","0.055992324","0.26623532","0.036108553","0.00010244243","-0.056844305","0.008469733","-0.012117414","-0.056321725","-0.10696741","0.13475712","-0.10220508","0.0075710216","0.032374468","-0.17700718","0.28437266","0.118885055","0.0053830454","0.14312214","-0.08283204","0.27177978","0.045684442","-0.04053434","-0.08433341","-0.016269306","-0.005050218","-0.11898574"
"Butyrivibrio","-2.066282","0.008460012","-0.013261567","-0.016885813","-0.023820736","0.011613855","-0.0056746183","-0.019605838","-0.066893525","-0.020172251","-0.39994764","0.24210466","-0.24129358","0.44665688","0.2043945","-0.35371953","0.32167336","-0.4978602","-0.10041142","0.122707285","-0.46861923","0.99329096","-0.05045009","0.9629198","-0.41115806","-0.2912389","0.6761335","-0.23828553","-0.6358239","0.44385833","-0.2217087","-0.049526773","-0.16325544","0.23079316","0.19712831","0.14335099","-0.026785806","0.026501695","-0.2003311","-0.012770066","-0.06756652","-0.6294989","0.042494807","0.18439321","0.6202994","0.22565132","-0.5195645","-0.5667178","-0.18229373","0.6333212","0.71839005","0.37812614","0.25124994","0.29699644","0.013025209","-0.11513406","-0.38595298","-0.017911373","-0.0547135","-0.050645854","0.11356713","-0.96962583","-0.18827054","0.17952238"
"Butyrivibrio crossotus","0.71683353","-0.00859867","-0.05101594","-0.0835049","-0.07299231","-0.032808796","0.044755396","-0.18669735","0.091215774","-0.005196454","-0.10440317","-0.16593903","0.34104592","-0.034890205","0.092504025","0.37233177","0.10383802","-0.29155147","-0.15439342","0.63009906","-0.18928964","-0.17956705","-0.24113476","0.043026485","-0.007986666","-0.08145396","0.16147147","-0.16093364","0.09395627","-0.08724586","-0.18512249","-0.1031889","-0.12324387","0.07199244","-0.055373948","-0.086941116","0.24166815","-0.20521893","0.017011134","0.05831917","0.18370649","-0.09250016","-0.002024757","-0.30613124","-0.69261706","0.10836386","0.29660174","-0.083725356","-0.294611","0.3940274","-0.4815153","-0.46592167","0.099833086","0.37554625","-1.8451935","0.031199722","0.70310897","-0.94072974","-0.5767327","0.35240617","-0.70102084","-0.5379177","-1.8620486","-0.4687717"
"Byssochlamys","0.7141766","-0.038359825","-0.041261595","0.018485954","-0.099930674","-0.035056796","-0.0037729887","-0.07913791","-0.034195665","-0.004847122","0.020686096","-0.112781174","0.085683495","-0.06664041","-0.10224135","0.0009856555","-0.112413965","-0.10529565","-0.13102882","-0.055833828","-0.043359965","0.033033974","0.022275023","-0.07264391","0.057361457","-0.07693804","-0.026007488","0.10268456","-0.01655866","0.011240356","-0.039098457","-0.018209793","-0.024475504","-0.024593506","0.042356167","-0.0067706564","0.0668874","-0.020316793","-0.05606541","0.059205163","-0.09689612","-0.7626856","-0.12617904","-0.20282854","-0.2977419","0.13329832","-0.0988111","-0.26420584","-0.2789007","0.019864837","-0.46388125","-0.4809918","0.024873061","0.14742683","0.25438932","0.62562096","-0.36561003","-1.3078381","-0.6502503","0.10932016","-0.3166606","-0.55347514","1.5619802","-0.80106467"
"C. coccoides","0.71834385","-0.008871439","-0.044337023","-0.051165555","-0.12340327","-0.03319841","-0.00300502","-0.092616186","-0.029037114","0.051324133","0.17948146","-0.36786163","0.06785527","0.18296206","-0.12101556","-0.1610971","-0.12604117","0.103580065","-0.12153103","0.016472515","-0.07961463","0.29142272","-0.076859966","-0.008875873","0.087482944","-0.1967113","0.003696477","-0.4730358","0.04894832","-0.2535915","-0.32478324","-0.24544881","-0.46969864","-0.52765566","-0.09928318","-1.4281425","7.0013394","9.720178","3.8162215","-1.5661159","1.1954817","0.03735381","-0.16493699","0.15745626","0.21870293","-0.20367597","-0.03410396","0.06445609","-0.01926813","-0.1934157","-0.11182835","-0.0010182597","0.13062105","0.15966925","0.054694597","-0.14579055","0.008701548","-0.012714895","0.03501123","0.0027349042","0.07890616","-0.17552683","-0.0938247","-0.042355344"
"CMV","0.715865","-0.008378968","-0.03814968","-0.04560711","-0.10971714","-0.024850616","-0.058355775","-0.112786695","-0.04246128","-0.011082749","-0.044476394","-0.06628329","0.062614836","-0.12628052","-0.12589464","0.002042672","-0.14190398","-0.09102479","-0.13646203","-0.098279335","-0.056157917","0.00080986955","-0.04741276","0.0029800625","-0.0015421825","0.013319606","0.09810403","-0.25178993","0.26613128","0.19770867","0.059048347","-0.015318101","-0.043894865","-0.09500626","-0.038922917","-0.05971324","0.049503632","-0.013386458","-0.07516206","0.09870509","-0.047073375","-0.09155222","0.040414296","0.020238","-0.013216499","0.0038064702","-0.104617536","-0.16377996","-0.05618716","0.108998336","-0.0748834","-0.22073013","-0.119675204","-0.17924677","0.08207462","0.16807617","0.26420465","-0.23755138","-0.090197444","0.03356534","-0.014359061","-0.08114283","0.064940855","0.5029737"
"Caldalkalibacillus","0.71489346","-0.008139377","-0.04097362","-0.046945766","-0.11395555","-0.034614805","-0.005317771","-0.08355919","-0.027700588","0.0128808","0.011901894","-0.12165326","0.07449286","-0.061214134","-0.09070953","-0.019861005","-0.11948275","-0.08266208","-0.12946491","-0.07256652","-0.06287492","0.0284184","-0.038505293","-0.020859487","0.018055199","-0.03764747","0.019367076","-0.13098685","0.034313954","-0.061303675","-0.11657764","-0.054145094","-0.086050555","-0.00738814","-0.047976308","-0.065348685","0.131313","-0.08305349","-0.13324259","0.12993859","0.015058495","-0.06008283","-0.08889773","-0.031209296","-0.066369176","-0.0122852465","-0.038634423","-0.083250165","-0.019909538","0.042128135","-0.24772498","-0.17310745","-0.113804236","-0.0780832","-0.06889368","0.11243829","0.12083803","-0.23784626","-0.09317905","0.056443516","-0.10800925","-0.0726233","-0.04689107","0.22090368"
"Caldithrix","0.71514726","-0.031491753","-0.03838665","0.0065916604","-0.11575888","-0.017965306","0.005358577","-0.0849091","0.0033149004","0.056565534","0.46585652","-0.65087676","0.08655405","0.24949194","0.13885216","-0.18284215","-0.19611295","-0.19432166","-0.06597693","-0.25795364","-0.3487014","-0.48759958","0.23421197","-0.08301551","0.15810743","0.034249544","-0.91963893","-0.39004177","1.2573483","-0.96829355","-0.04760085","-0.33746967","0.61896497","-1.0902929","0.7642665","0.396253","-0.5605644","1.2285548","-2.3857007","0.9268107","-1.0920165","-3.250636","-1.6582552","2.5290554","6.998893","-2.4396877","-3.2568035","-0.27562624","1.6594568","-4.2105446","0.34492263","0.67810553","-0.3529667","-5.608935","1.8584337","-0.1314477","-1.558161","-0.3936442","-0.21305296","-0.5809713","-0.35860288","0.32176864","-0.80663794","-0.33687413"
"Caloramator","0.19567229","0.004242141","-0.08205378","-0.043741774","0.05013059","-0.023415098","0.088901676","-0.4060833","1.0844191","-0.44430235","-0.39710954","-0.33600035","0.27510145","-0.08997497","0.7655031","2.0080838","0.20033579","-0.60565376","-0.18081954","7.245497","-1.3349129","-1.6252193","-0.17737359","0.024084603","-0.22302365","-0.15245306","0.3527494","0.09503986","0.36489043","-0.2794034","-0.23858322","-0.11946532","0.092856914","0.07638493","0.16671588","-0.10615416","-0.11574484","0.016749127","0.054391522","-0.15351316","0.046288762","-0.5498955","-0.35867983","0.07781778","0.40977433","-0.5230161","-0.5569146","-0.40115467","0.7729785","0.3388719","-0.4643154","-0.07285084","0.24571224","1.1401668","-1.6959943","-0.33521485","-0.5593734","-0.62193644","0.12687594","1.7569753","4.0230074","1.0382806","0.6834342","1.1110799"
"Calyptella capula","0.7308636","-0.07257739","-0.0777494","-0.13237862","-0.0624544","-0.03971834","0.10633436","-0.116280206","-0.12902454","-0.15436676","0.06672306","-1.379851","-4.168372","-1.5651263","-1.8178892","-0.34041122","7.453246","-0.27393195","1.1881154","-0.25184807","1.0962571","-2.1099443","0.08654336","0.16015649","0.23464872","-0.006477548","0.08576531","0.08835363","0.31172088","0.34844095","-0.7190463","0.13413228","0.13337383","-0.6568418","-0.07278968","0.03649587","0.22727822","-0.13102607","-0.05974842","-0.06935811","0.20228235","-0.031717286","0.014826447","-0.07369926","0.005633307","0.029603016","0.0789973","0.07984699","0.05899964","0.020497244","0.043686032","-0.054050922","-0.07230871","-0.041135002","-0.011478329","-0.043980237","0.0024473844","0.032176398","0.016871488","0.12751955","0.27773702","0.04525877","0.22349985","-0.012975431"
"Calyptogena magnifica","0.73195547","0.0047226306","-0.071568","-0.27371126","-0.08491896","-0.07613569","0.015129829","-0.22154751","-0.045110397","-0.03681311","-2.850856","2.1346552","-1.7148325","4.2413487","5.442315","-3.0905595","1.2790571","-2.4275002","-0.6729485","-0.12740803","0.2277519","-0.11932247","0.93473744","-0.02126946","0.115542926","-0.08239746","0.0022155356","0.35988554","0.034231238","0.34135345","-0.068842664","0.45345122","-0.7422215","-0.18599926","-0.081257164","-0.07811446","-0.05937429","-0.04863481","0.15831304","0.07471481","0.11449703","-0.118222535","-0.19986631","-0.004434732","-0.15154764","-0.015839737","-0.2126825","0.14015144","0.086322","0.20801695","-0.27023616","0.1930316","0.20449103","-0.048283044","0.16957308","-0.11749696","0.39160714","0.10546643","0.078453206","0.07898351","-0.007646737","-0.18388976","0.17248845","0.10876348"
"Campylobacter","-2.3219633","0.0064889463","0.006477265","0.021527188","-0.013115858","-0.011629581","-0.004263004","0.0044299695","-0.014910052","0.014718649","-0.0035026197","-0.020775754","-0.0057334704","-0.006937081","-0.0045575695","-0.027509976","0.0063863425","-0.000735065","-0.015486426","0.0046055308","-0.016197672","-9.390844e-05","0.003036661","-0.005639672","0.0037180113","-0.0028502047","-0.017591054","0.017208356","0.00735238","0.015335378","0.0058750524","0.016227592","0.0016510899","0.00418257","-0.020735078","0.017923903","0.014407688","-0.0048717796","0.0055159014","0.012101413","-0.0060623167","0.005781716","-0.015238986","-0.0084807025","-0.009994771","-0.0041303113","-0.036048308","0.011891583","-0.0024397844","0.023403095","-0.018211091","-0.029892692","0.0118248295","-0.026101656","0.015385364","0.010426998","0.0070237583","-0.02063774","0.0141664995","0.021063454","0.0048757615","-0.021668248","-0.006055263","0.02477593"
"Campylobacter concisus","-1.3516041","-0.01727786","-0.020556828","-0.017988585","-0.24598497","-2.8506308","-0.2316866","-0.35090274","0.22093491","-0.047973894","0.1452273","-0.29543972","0.15389751","0.17092654","-0.15639822","0.09829237","-0.0874816","-0.15250216","-0.088081054","-0.29363623","-0.14298075","0.012358664","-0.22363402","0.3921449","-0.3244726","1.4413351","0.11915023","-0.35552683","0.4602956","-0.35350785","-0.8238662","-0.5422123","-0.4093725","-0.89832747","0.3096315","-1.6034464","-3.8137102","1.0253721","1.2089583","-3.2569299","1.895209","-1.0031871","4.6708503","1.9952791","0.07948674","2.6351957","-1.0708122","-0.65690416","0.045442574","2.6482325","1.9701018","2.1454804","1.9351414","-1.2719831","0.96052504","-0.6128301","-0.3400274","0.5628412","0.60596544","0.083224","1.0736834","-1.3758194","-0.3224164","-1.4318331"
"Campylobacter gracilis","-0.6005881","-0.020779591","0.08145499","-0.09544633","-0.43420136","-4.670357","-0.5978543","-1.0662974","4.4263163","-1.4603337","0.50908756","-0.14213611","-0.16833177","0.5451714","-0.88096833","-0.19994448","-0.07329796","-0.38115847","0.06312466","-1.288913","-0.36570254","0.17655526","0.009041077","0.11574968","-1.8916446","4.734524","0.54374","-1.0972247","-2.024842","-1.4436206","3.272925","0.50787336","-1.6801736","-2.1567056","1.6814715","-1.3741778","-4.882293","1.5887963","2.5989547","-0.38524958","2.4692116","0.7975443","-1.5588822","-1.2238364","0.799501","1.8966872","0.6366775","0.30163065","-0.034359355","-0.7870454","0.13524248","1.7560961","1.909276","0.5011771","0.87415975","-0.21588334","-0.40648732","-0.023115512","0.18301515","0.103222914","-0.054344907","0.73044837","-0.78969693","-1.223966"
"Campylobacter jejuni","-0.90088177","-0.005142505","0.004659573","0.03025313","-0.38663724","0.0031598727","-0.113024384","-0.11878877","-0.38878456","-0.28865498","3.1202273","2.9256024","-0.52491677","0.06757291","-0.22234257","-0.49464497","0.39792427","-0.09292871","-1.3394152","0.43265897","-0.49874568","0.1741978","-0.51321125","5.072739","-1.6126729","-0.27590033","-0.38200045","-0.24609162","-0.11613292","0.0060742726","-0.040821865","-0.28847957","0.54534584","0.27274722","0.2862587","0.26912105","0.32862037","0.046444997","-0.3863752","0.41038644","-0.34082225","-1.0734814","-0.15426959","-0.1560215","-0.2178617","-0.20837039","0.91063625","0.5315794","0.1564226","0.12929103","0.25457293","0.92102337","-0.71884304","0.004029821","-1.1408039","-0.012439806","0.84543514","4.6591554","1.3741933","-0.64667237","0.7245101","1.1711632","-4.6925793","2.0754044"
"Campylobacter rectus","-1.7760912","0.0109949205","0.043965057","0.026059343","-0.06613628","0.27007136","-0.012697185","-0.12514302","1.3610102","-0.35061565","0.9598714","-0.95511544","0.048491538","0.8700446","0.104863055","-0.3256759","0.064607665","-0.20315509","-0.05914456","-0.40434226","-0.16557822","0.22978","-0.018086717","8.397351e-05","0.05140702","0.018591624","-0.2259198","-0.24645896","-0.061686598","0.020997306","-0.038698133","0.010791687","0.031002985","-0.28849742","0.15186216","-0.33198157","-0.7175295","0.053026035","0.2738133","-0.6717219","0.6502519","-0.08213274","0.6693372","-1.0220902","0.26849544","-1.1624389","-0.41748813","-0.76205033","-0.46918786","0.7554039","0.23901458","-0.2918168","-0.052271433","-0.22026576","-0.019660264","0.37649485","-0.25113916","-0.35114926","-0.32001016","0.033925675","-0.27167818","-0.056839403","0.26465794","0.5685416"
"Campylobacter showae","-0.59426725","0.03433347","0.13691218","-0.16196279","0.1786124","5.5505667","0.28843433","0.04912717","3.4541993","-1.1898375","0.18869728","0.48789284","-0.30262834","-0.19864102","-0.37417325","-0.26751566","-0.30301088","-0.17155519","0.021252157","-0.7950095","0.14665295","0.33381468","0.035567246","-0.4521098","0.2749462","-0.0019039245","-0.22676258","-0.16911253","0.02916207","-0.32379892","0.09304534","-0.17372894","0.12366067","-0.7739349","0.4471122","-0.43470412","-0.13472772","-0.15073362","0.1545385","0.15990299","-0.6483744","0.790706","1.5885078","-1.5195454","0.17063351","0.27928275","-0.6418512","-4.0842094","-2.7305298","-1.8598659","-0.684881","4.293628","2.512795","0.92661583","0.12648606","-0.40561432","0.46313027","0.648685","0.3272907","0.3264369","-0.38903096","1.5145512","-0.68578666","-1.931739"
